Brain_1.CEL	Brain_2.CEL	Fetal_brain_1.CEL	Fetal_brain_2.CEL	Fetal_liver_1.CEL	Fetal_liver_2.CEL	Liver_1.CEL	Liver_2.CEL
367_at	3.85	8.25	7.5	5.7	-5.85	-21.75	-4.75	-20.6
36700_at	23.85	38.5	103.9	67.25	33	9.35	6	-13.15
36701_at	241.75	239	548.4	687.85	14.9	22.5	-0.25	4.9
36702_at	210.1	282	282.1	319.4	275.4	474.75	158.5	486
36703_at	2.4	58.85	16.15	57.85	71.15	137.25	29.5	70
36704_at	63.65	57.25	55.65	57.5	15.4	24.65	-21.25	-17.9
36705_at	-0.9	1.8	21.4	41.5	29.65	27.5	24.85	-5.25
36706_at	19.75	12.4	-13.75	2.25	23.05	42.85	7.65	17.25
36707_s_at	277.25	385.25	296.25	357.15	31.85	75.35	4.5	8.6
36708_at	3.65	3.35	-10	-9.15	-17.5	17.05	4	-10.45
36709_at	27.85	94.15	49.85	13.1	62.25	113.35	59.45	79.15
36710_at	-10.35	-5.5	10.75	-1.6	91.25	188	-18	-137.9
36711_at	28.35	65.4	37	66.25	243.6	567	7	7
36712_at	18.15	17.75	2.15	4.45	9.25	16.15	4	-4
36713_at	15	20.65	73.1	71.15	410	1498.9	17.5	11.4
36714_at	35.4	20.85	31.5	29	12.5	17.35	8.75	-11
36715_at	-64.35	-34.5	-30	-70.9	-46.35	-80.75	-51.5	-156.75
36716_at	4.4	12.35	41.25	27.4	-2.75	31.1	40.15	47.15
36717_at	13.85	11.4	28.25	41.05	2	19.75	4.75	20.4
36718_s_at	7	28.6	-4.5	0.75	7.2	1.25	3	18.85
36719_r_at	23.05	23.75	5.35	7.7	19.5	33.15	2.5	14.9
36720_at	33.9	39.45	37.15	42.25	56.9	88	7.35	61.5
36721_s_at	-42.25	-11	-57.45	-98.5	14.8	-60	17.5	26.1
36722_s_at	-20.35	14	-17.25	-19.8	33.1	138.15	8.1	52.1
36723_at	-20.75	-31	0.85	-17.75	18.6	33.25	5	-3
36724_s_at	-24.5	-19.9	-33.2	-23.4	-33.75	-60.75	-14.75	-39.5
36725_at	20.85	17.7	65.1	119.5	6.65	19.5	-6.65	0.25
36726_at	-15.6	-21.5	-15.6	1.85	-18.75	-1.9	-20.45	-39
36727_at	-3.5	2.9	11.85	31.9	41.8	57.75	4.25	23.6
36728_at	-25.75	5.25	-27.5	-9.75	-36.85	-97.85	-28.25	-62.25
36729_g_at	11	43	21.5	16.1	1	25.5	-20	19.2
36730_at	-8.75	57.95	69.8	89.35	21.65	-8.85	21.65	-4
36731_g_at	109.5	174.15	126.35	156.5	115	130.4	15	282
36732_at	6.75	108	109.9	166.85	-18.05	21.25	-6.1	-66.5
36733_at	18.75	25.85	-17.6	-16.65	7.75	51.1	16.75	-11.1
36734_at	51.65	101.85	75.85	90.5	112.35	221.25	140	221.35
36735_f_at	19.9	12.6	12.5	8.6	53.15	83	-5.15	43.1
36736_f_at	152.85	157.75	14.95	37.35	35.35	149.25	21.6	50.8
36737_at	200.5	326.15	369.6	262.65	261.75	601.6	217.4	501
36738_at	19.6	16.25	8	46.25	2.95	15.1	19.75	10.9
36739_at	4.45	44.5	22	52.5	11.35	66	27.15	44.6
36740_at	146.15	261.6	29.85	71	-36.4	-9	-38.85	-111.25
36741_at	14.85	11.25	-4.45	20.35	12.9	24.75	-11.45	13.25
36742_at	-15.5	14.85	42.35	24.9	48.6	139.5	46.75	53.1
36743_at	-18.5	-11.4	-1.25	12.25	-17.85	30	-32.35	-57.5
36744_at	-7.15	10.75	22.15	24.35	-14.65	-11.6	1	-42.75
36745_at	343.75	673	485.25	563.5	117.4	185.15	7	123.85
36746_s_at	21	-10.85	24.85	38.1	12.25	27.5	12.25	6.1
36747_at	71.4	48.85	151.25	185	86.25	100.7	36.15	77.25
36748_at	168.5	688.85	108.5	120.15	7	-5.5	0.25	19
36749_at	3.5	-2	7.5	3.75	26.65	56.85	2.5	27.15
36750_at	490.75	575.75	649.65	850.85	20	28	10	50.6
36751_at	9	39.85	17.5	41	-11.5	-25.35	-16.9	7
36752_at	-6.6	30.85	17.15	24.4	-19	-6.75	-15.25	-9
36753_at	154.4	143.15	111.6	128.85	109.6	231.25	73.5	230.25
36754_at	78.15	144.25	57.6	31.6	61.6	45	18	54.35
36755_s_at	57.5	12.9	37.65	22.85	19.35	55.65	10.9	73.75
36756_at	-17.5	16.85	-23.75	5.5	-11.25	18.5	-18	13.5
36757_at	-6.25	1.5	-6.25	-28.25	7.75	16.25	-20	-44.25
36758_at	7.75	8.35	16.9	32.75	2.15	3.45	-1.45	-5.5
36759_at	359.5	301.35	200.05	290.35	36.75	93	58.25	165.5
36760_at	61.6	122.5	137.35	203.25	16.5	19.5	1	38.75
36761_at	-7.5	-5.2	11.9	40.5	-2.35	12.35	-2.65	-9.35
36762_at	199.85	312.75	114.65	202.75	32	19.6	21.5	16.5
36763_at	-7	17.5	2.15	6.25	1.4	8.15	-11.35	-34.9
36764_at	797.65	1610.15	96.6	134.65	25.75	68.9	-9.4	22.45
36765_at	228.4	239.5	56.5	56.65	57.5	29.75	41.85	65.75
36766_at	-2.35	-13.5	-2.4	-5.5	263.25	655.25	-13.35	-16.35
36767_at	-23.85	-10	-52.4	-53.5	-12.65	-83.85	26.95	28.85
36768_at	17	22.25	37.5	53.15	-11.25	-30	-14.25	-36.5
36769_at	18	33.5	23.75	45.65	3.6	31.85	17.5	24.6
36770_at	24.25	59	59.6	45.9	37.75	86.15	11	16.45
36771_at	-15.65	-23.25	16.9	-9	-28.5	-45.75	-16.25	-7
36772_at	-32.25	-24.25	2.6	-10.25	-25.5	0.75	-15	-4.85
36773_f_at	16.5	47	2.85	1.4	11.1	122.15	88.6	240
36774_f_at	-30.6	-79.45	-48.85	-68.75	-40.25	-105.6	-76.85	-100.9
36775_f_at	-144	-133	-89	-137.35	-181.35	-186.1	-133.4	-248.5
36776_at	-12.5	-31	-6.25	-16.9	-48.75	-94	-40.1	-49.65
36777_at	14.65	-5	12.15	29.5	-11.6	-2.35	0	-33.15
36778_at	2.75	27.6	-8.45	-1.65	-30	-28.6	0.5	17.25
36779_at	0.9	81.05	-1.5	15.5	-7	-44.75	-0.15	11.35
36780_at	17299.35	24191.1	3479.35	4828	13623.75	20904.15	23978.9	22653.75
36781_at	-52.1	-42	21.15	11.15	22074.15	23419.15	18871.9	20211.5
36782_s_at	-2.5	16.1	10.65	11.5	3906.25	6203.4	29.25	141
36783_f_at	98.9	136.75	1110.1	1461.6	110.65	149.25	18.1	73.25
36784_at	130.65	18.9	-11	23.5	339.75	1005.65	-6.65	20.85
36785_at	872.25	1667.15	354.5	456.1	2970.1	5559.5	1627.15	2161.25
36786_at	1120.75	1170.9	1528.4	2526.65	1480	3404.25	1023.65	1288.95
36787_at	-74.6	-38.5	-44.75	-31.9	223.4	420.5	-28.1	-45.15
36788_at	18.6	23.15	22	22.5	15.75	18.75	-0.9	-8.25
36789_f_at	21.4	3.25	6.9	1.45	-2.6	37.75	6.5	47.85
36790_at	181.5	272.5	407.7	480.65	313	818.9	84.75	134.55
36791_g_at	34.25	70.85	80.15	143.15	31.65	209.5	4.75	-20
36792_at	109.1	95.2	164.8	196.35	72	280.15	36.15	67
36793_at	-6.9	-3.85	2.1	7.95	11.25	-8.75	-14.6	5.4
36794_at	21	25.25	41.25	75	32.9	33.35	2.1	1.75
36795_at	4636.5	6293.5	1097.9	1646.25	2175.25	3728.65	2039.1	3021.1
36796_at	15.2	-12.1	-15.75	-17	-0.5	-28.15	-11.75	-31.25
36797_at	17.5	-15	-14.65	20.4	-27.15	-10	10.6	-1.75
36798_g_at	63.15	63	48.5	9.6	53.9	150	54.35	59.9
36799_at	-23.6	25.5	31.35	36.9	-38	-237.9	-131.7	-119.75
368_at	83.75	74.25	32.25	14.15	27.15	17.1	17.1	-44.15
36800_at	4.75	-4.6	21.4	5	-13.95	-46.35	2	-8.4
36801_at	-8.25	-7.9	-52.25	-37.25	-8.75	-26.9	-32.85	-84.4
36802_at	2.75	29.1	28.4	37.75	21.65	152	29.85	112.75
36803_at	-7.55	2.65	12.85	5.9	45	64.85	7.5	-4.35
36804_at	47.65	44.5	52.65	71.4	18.1	63.15	67	83.75
36805_s_at	-9.4	-5.5	-8.35	-33.05	44	-13.25	4.9	39.55
36806_at	1	-21.4	-3.75	15.5	-20.35	-9.5	15.9	-102.7
36807_at	23.6	30.75	35.6	23.6	-20.4	-18.5	-30.15	-46.4
36808_at	-21.5	0.3	-19.5	-10.9	4.4	-12.6	-14.85	-10.4
36809_at	8.6	-8.15	-20.1	-3.5	197	363.35	-0.75	-7.1
36810_at	9.65	28	69.75	89.1	16.9	73.9	13.85	52.4
36811_at	-15.8	-1.9	-33.5	15	-43.25	-75	-30.9	-53.8
36812_at	27.3	40.9	9.15	27.75	14.75	40.4	-4.9	-19
36813_at	40.65	57.5	82.35	85.35	95.7	182.6	21.5	38
36814_at	220.15	231.75	616.6	892.25	36.85	52.1	8.15	-10.45
36815_at	1329.25	2499	1822.6	1963.35	134.25	279.5	140.6	285.6
36816_s_at	3.9	5.25	24	2.75	17.25	42.05	5.25	15.85
36817_at	6.6	-1	4.85	11.25	11.9	1	0.15	-15.3
36818_at	33.5	54.25	76.3	91.25	15.9	27.9	13.5	-8.6
36819_at	8.6	4.85	36.4	41.25	20.6	53.5	6.75	15.5
36820_r_at	4.5	0.4	10.75	17.95	5.65	9.1	6.85	-2.25
36821_at	754.6	1552.35	641.75	849	65.45	172.1	56.85	117.25
36822_at	139.9	216.65	285.75	434.5	122.1	307.25	58.4	77.5
36823_at	885.5	2109.75	422.4	499.75	139.75	312.65	-3.9	54.85
36824_at	204.85	369.4	281.5	362	-11.4	-15.6	-3.4	-32.6
36825_at	10.35	1.25	-11.75	2.25	-11.5	-7.5	-11.35	-42.75
36826_at	217.35	259.5	265.9	227.35	92.6	165.75	83.6	233.7
36827_at	168.25	123	156.75	286.2	64.25	163.85	19.15	19.85
36828_at	45.75	68.85	97.25	90.25	-9.85	53.85	14.75	38.65
36829_at	356.5	575.6	137.1	198.55	303.1	424.05	94.4	249.6
36830_at	8.95	40.75	16.6	29.5	-9.35	41.5	5.15	18.5
36831_at	22.25	62.5	62.25	64.4	5.1	-12	-5	-18
36832_at	30.6	-38.4	17.25	38.5	59	-15.25	11.35	-21.35
36833_at	95.15	84.5	79	142.15	116.55	359.6	91.25	242.15
36834_at	145.85	206.25	112.75	95.75	-6	-2.9	-13.65	-55.15
36835_at	25.9	21.95	27	58.4	15.65	56.35	15.9	10.6
36836_at	1.25	6.6	27	11.4	-1.6	38.1	19.75	51.9
36837_at	-28.8	-12.75	2.1	-1.65	19.35	202.6	1.6	-36.25
36838_at	7.65	2.55	13.75	3.6	21	72.5	7.75	11.75
36839_at	3.35	6.25	19.75	4	40.4	55	0.35	13.75
36840_at	387.85	666.25	177.45	272.25	192.75	387.95	157.4	226.5
36841_at	125.1	204.15	51.5	35.15	25.5	85	43	-38.4
36842_at	100.5	139.15	179.65	259.4	19	11	5	10.2
36843_at	36.35	60.5	78.25	71	143.4	251.85	59	121.25
36844_at	362.35	564.8	511.75	736.35	20.95	6.65	1.15	8.6
36845_at	328.4	231.25	582.2	791.7	182.55	430.1	38.9	85.15
36846_s_at	482.9	661.25	354.75	630.9	248.45	554.8	115.15	224
36847_r_at	-15	149.5	146.1	256.85	-45.9	98.85	-36.15	-34.9
36848_r_at	-32.45	-22	9.9	19.65	-66.95	-24.5	-32.5	-174.75
36849_at	6.5	20.4	9.15	29.9	4.75	-0.5	10.8	27.75
36850_at	-1.5	15	24	21.85	18.1	14.35	6.65	44.65
36851_g_at	50.5	86.5	275	479.5	21.5	35.65	-6.65	0.5
36852_at	152.35	154.9	203.5	295	16.45	38	-11.3	-30.6
36853_at	13	47.15	264.1	311.75	22	-39.15	-24.4	-61
36854_s_at	33.65	68.75	274.25	320	16.75	21.65	21.9	94.1
36855_r_at	30	121.9	330.75	311.4	75.15	214.6	81.6	142.4
36856_at	60.35	105.05	-33.5	-33	38.9	-8.75	8.75	7.75
36857_at	62.9	90.9	113.65	164.1	27.65	117.55	1.65	24.75
36858_at	67.65	133.75	22.4	29.1	40.25	158.05	16.5	15
36859_at	123.75	124.15	83.65	102.65	14.6	26.9	9.35	92.25
36860_at	120.35	238.2	193.4	196.9	51.85	150.1	77.4	48.5
36861_at	29.4	62.4	57.5	49.05	-0.9	8.75	26.5	75.75
36862_at	246.85	715	171.15	187.25	308.25	763.85	134.6	259.5
36863_at	-3.65	23.5	13.7	23.15	11.35	17.4	20.6	8.05
36864_at	14.25	47.75	104.25	139	11.9	52.5	13.95	40.3
36865_at	75.1	196.4	88.85	182.5	44.35	197.9	39.1	110.85
36866_at	4.25	4.1	4.9	15.6	5.7	13	-6.75	14.5
36867_at	183.5	359	150.5	201.65	38.9	6.5	7.75	-0.25
36868_at	56.35	87	74.5	58	41.75	3.15	8.4	-4.75
36869_at	6.6	-16.6	33.4	-25.65	-16.15	36.1	-34.1	-58.7
36870_at	91.4	93.75	105.65	205.75	34.35	110.75	10.4	48.25
36871_at	-38.75	-40.25	-41.6	-13.25	568.5	1390.4	-57.4	-171.35
36872_at	485.1	596	280.25	348.4	66.1	156.15	12.4	21.4
36873_at	36.25	44.35	88.4	199.2	-7.1	-12.75	-10.65	-46.75
36874_at	0.6	3.1	17.65	4	8.1	12.75	3.15	-2.35
36875_at	19	11.4	68.1	28.35	28	47.4	-16.6	13.5
36876_at	11.4	21.15	9.15	-10.65	191.25	433.9	463	752.5
36877_at	-10.25	-17.5	-15.1	-11.5	-27.65	-52.35	-25.25	-68.4
36878_f_at	-8.5	5.75	-11.1	6.9	44.45	100.25	94.6	107.75
36879_at	-179.75	-194.25	-118.85	-176.6	32.5	145.6	72.9	16.9
36880_at	215.9	193.15	88.85	99.25	176	287.4	208.9	303.9
36881_at	163.7	372.35	-123.75	-139.05	734.35	1330.5	734	1073.25
36882_at	-44.85	-36	-28.1	-35.2	-75.85	-99.5	-29.25	-93.4
36883_at	152.15	215	156.85	173.5	194.1	449.15	48.4	279.75
36884_at	-9.75	0.75	-3.65	-38.35	26.6	-0.35	-10.5	-9.75
36885_at	-57.1	-47.15	-72.35	-152.8	-71	-84.1	-69.9	-84.35
36886_f_at	-2.75	-38.9	-35.5	-9.65	14.6	13.35	-23.5	-36.15
36887_f_at	-71.15	-81.9	-56.5	-57.15	-54.25	-165.75	-69.8	-148.35
36888_at	99	109.6	248.1	153	137.9	187	70.85	185.25
36889_at	13.7	29.25	34.5	38.7	121.15	317.55	77.1	105
36890_at	66.6	231.75	14.95	13.75	42.4	75.65	115.4	129
36891_at	99.5	224	72.4	123.15	40.65	126.85	52.35	79
36892_at	419	783.4	175	220.8	-74.1	10.1	-75.45	-212.15
36893_at	7.75	20.85	-10	10.35	-8.55	-11	-0.75	-5.35
36894_at	1375.5	2262	195.25	178.5	201.1	403	128.65	213
36895_at	19.25	21.15	28.15	47	-10.75	3	-12.1	-2.25
36896_s_at	-3.1	36.75	29	36.9	26.1	29.65	-11	-31.1
36897_at	120.4	238.65	63.95	93.65	42	30.15	-4.85	-7
36898_r_at	30.75	25	69	79.85	34.95	105.6	13.1	27.85
36899_at	722.9	1183.5	1317.75	1749.85	111.75	294.6	11	97.75
369_s_at	-15.9	13.9	54.75	99.35	172.85	312.25	-3.15	22.85
36900_at	349.15	524.2	116.4	203	264.15	508.35	261.25	468.85
36901_at	18	14.5	40.1	43.25	15.55	9.5	-2.5	-22.45
36902_at	181.75	425.25	-3.5	22.5	233.5	430.5	93.15	66.65
36903_at	33.15	65.3	79.1	123.25	-8.9	-14.75	-23.5	-37
36904_at	-23.6	-12.9	-21	-41	-20.25	-25.9	-55.5	-96.5
36905_at	52.85	77.1	150.7	271.25	14.35	52	-4.4	7
36906_at	274.75	285.75	1122.5	1623.5	-0.35	25.75	0.6	8.75
36907_at	296.6	221.2	136.6	140.9	209.75	400.4	216.35	437.55
36908_at	41.35	20.5	46.25	51.75	61.4	226.1	22.6	26
36909_at	11.6	-11.15	52.75	98.1	102.95	654.6	29.6	49.65
36910_at	173.3	151.7	108	153.65	2.55	90.65	-12	-28.35
36911_at	5.35	7.85	-11.6	-4.85	1.75	27	0.5	-1
36912_at	22.45	29.35	-42.65	8.55	15.25	9.4	10.35	3.75
36913_at	51.65	73.1	88.15	150.25	56.4	235.7	11.65	20.75
36914_at	4.25	-0.75	5.4	-23.25	-9.15	32.85	11.4	-5.25
36915_at	41.75	13.25	41.65	35.6	79	151	46.5	106.35
36916_at	41.15	154	83.15	71.4	56.55	141.15	80.5	107.1
36917_at	40.65	18	41	55.1	23.25	51.5	18.05	24.4
36918_at	100.4	96.35	175.3	268.75	31.15	31.65	8.75	22.25
36919_r_at	-23.05	3.5	5.1	8.75	8.15	17.6	10.05	18.35
36920_at	20.4	16.35	-2.4	10.9	2.9	-4.5	0.35	-18.5
36921_at	290.9	230.6	164.75	245.9	27.9	28.85	-0.35	19
36922_at	18	7.25	16.35	26.35	45.45	152.65	0.75	7.5
36923_at	-37	-183.9	-27.25	-36.05	26.1	91.25	-42.75	-56.65
36924_r_at	329.4	289.15	437.1	604.6	-1.75	3.1	-2.3	10.6
36925_at	1023.75	1637.65	66.1	83.85	75.15	153.5	18.75	20.75
36926_at	226.7	189.6	439	609.3	105.6	231.25	-0.65	-13.35
36927_at	7.65	39.5	45.5	33.55	19.75	4.25	7.5	0.4
36928_at	611.5	499.9	919	1273.6	229.65	481.5	45.85	99.85
36929_at	47.35	59.1	50.75	51	75.5	98.95	27.9	59.35
36930_at	35.35	45.2	59.9	74.3	32.15	19.5	16.65	29.9
36931_at	396.75	638.6	90	92.85	403.25	767.7	222.5	372.5
36932_at	33.8	78.15	27.15	51	16.1	48.5	23.9	-4.1
36933_at	656	799.2	443.15	524.05	536.85	1209.5	108.35	184
36934_at	20.65	70.45	51.35	82.1	47	133.25	1.4	20.85
36935_at	281.15	266.85	294.15	466	42.5	100.25	2.75	7
36936_at	128.7	186	179.2	168.6	283	706.25	145	358.25
36937_s_at	7.4	59.4	22	38.25	469.95	779.4	258.5	624
36938_at	729.9	891	993.25	1479.5	698.35	1774.35	263.75	334.95
36939_at	1543	1631.75	2944.85	4067.75	34.65	93.9	14.75	13
36940_at	335.9	702.6	256	262.15	131.6	242.35	104.75	159.6
36941_at	3008.75	3814.35	5117.1	6507	45.15	156.65	-20.4	-38.65
36942_at	277.85	525.5	389.75	526.75	349.65	978.75	113.75	132.3
36943_r_at	40.25	58.85	136.15	150.25	40.35	90.05	14	88.25
36944_f_at	48	44.2	85.5	111.65	13.4	33.1	8.15	14
36945_at	421.1	623.6	485.6	557.25	600	1431.75	649.2	1062.6
36946_at	183.25	229.75	542.25	829.15	98.5	319.75	16	30.8
36947_s_at	-35	1.55	0.85	-22	6	-35.6	-14.65	-11.35
36948_at	375.9	466	448.1	698.5	91.15	197.5	35.85	33.4
36949_at	952	1553	434	572.85	220.5	407.75	127	271.75
36950_at	355.85	571.6	240.4	288.4	826.5	2229	697.25	1163.85
36951_at	178.1	372.9	120.85	148.15	170.25	404.9	274.25	451.5
36952_at	232.5	305.9	258	305.6	760.3	1743.65	284.75	328.6
36953_at	115.65	81.75	194.05	270.9	61.1	269.1	57.5	58.75
36954_at	130	282.9	185.6	214.5	82.4	161.25	22.5	67.15
36955_at	86.25	223.25	95	170.5	197.85	479.45	219.75	340
36956_at	152.1	286.35	105.5	158.15	44.25	106.6	112.1	107.15
36957_at	211.6	258.15	302	339.1	133	220.15	41.55	45.15
36958_at	140	350.35	205.1	188.1	255.3	783.45	121.15	151.5
36959_at	150.5	311.9	115.85	184.1	308.35	608.1	262.65	563.5
36960_at	187.6	465.25	135.15	246.75	383.6	1014.4	133	159.25
36961_at	90.5	112.9	77	130.15	64.65	204	3.1	107.5
36962_at	426.65	768	438.5	556.4	461.25	1173.3	191.6	351
36963_at	612.05	1046.25	762	1016.85	1244.1	2545.85	684.25	686.9
36964_at	33.75	57.25	68.5	75.45	20	97.1	-28.4	15.9
36965_at	584.25	561.6	1100.6	1828.5	21.75	70.6	-6.5	30.1
36966_at	-3.85	12	3.25	17.25	-12.6	8.9	7.75	-2.85
36967_g_at	-12.75	14.25	67.5	42.5	24.5	-12.15	-42.85	-17
36968_s_at	27	33.75	129.15	194.5	73.6	131.25	4.55	41.75
36969_at	2.1	34.5	3.35	84.5	110.6	82	-4.5	77.1
36970_at	81	123.25	240.35	289.9	129.9	336.75	58	121.65
36971_at	167.75	252.6	302.75	418.15	172.65	246.75	49.5	45.5
36972_at	949.25	1253.5	803.9	1062.85	1698.75	3310	836.25	1315.3
36973_at	446	805.4	365.6	475.65	96.5	400.25	40.9	231.35
36974_at	37	71.25	54.4	74.1	78.05	152.5	35.05	58.15
36975_at	727	887.6	931.5	1221.6	331.85	1057.6	91.25	135.1
36976_at	63.4	80.5	293.25	338.75	1.55	25.1	-17.5	-36.85
36977_at	105.25	698.15	-29.5	-17.35	95.65	223	60.35	128.6
36978_at	40.9	39	111	112.65	95.25	213.75	19.75	44.55
36979_at	528.5	1021.25	426.5	452.65	311.75	665.4	12.4	-17.25
36980_at	83.25	129.4	61.5	114.75	237.3	493.75	99	56.5
36981_at	659.25	662.5	1121.15	1777.25	323.65	642	29.1	88.4
36982_at	415.1	434.15	506	537.5	101.5	331.85	54.3	128.4
36983_f_at	-37.5	-6.25	-13	-35.5	8230.85	12884.6	6869.9	9408.75
36984_f_at	60.85	43.5	46.5	13.9	13597.1	19264.35	12090.5	16448.15
36985_at	566.1	452.4	745.75	1064.65	710.1	1602.45	38.1	95.35
36986_at	1897.6	3176.6	1184.85	1390.5	1742	2927.5	2036	2300.65
36987_at	235.9	439	357.5	495.4	205	375.15	109.7	312.9
36988_at	178.75	388.25	118	220	123.85	376.1	129.1	251.65
36989_at	243.6	465.75	266.35	391.65	196.75	543	169.25	418.1
36990_at	2527.25	3942.9	2120.4	2943.25	-17.75	-71.15	-45.1	-173.35
36991_at	467.1	831.15	617.65	682.25	559.55	1077	153.25	252.5
36992_at	580.5	761.9	578.25	920.8	678.25	1911.4	470.15	607
36993_at	16.1	149.85	42.75	40.9	59.1	30.35	-56.15	-187.5
36994_at	3849.75	8811	1958.8	2064.5	2247.25	3732.5	857.4	2399.1
36995_at	-66	-66	-73.75	-42.35	14188.9	18034.5	15024	14648.65
36996_at	1283.65	2204	734	785.75	1458.25	2930.1	1273	2693.35
36997_at	149.5	226.3	71.5	140.75	2.25	63.6	29.5	-81.15
36998_s_at	219.25	496.5	338	523.25	100.9	355.3	63.1	232.15
36999_at	3.4	13.85	29	29.35	18.35	10.9	12.35	-0.5
370_at	4.25	-7.25	40.8	51.35	20.35	55.75	27.4	26.25
37000_at	377.65	587.15	353.65	406.65	831.25	2215.65	394.8	803.75
37001_at	120.85	189.85	75.4	135.35	40.8	117	-13.4	23.85
37002_at	105.75	192.5	69.35	-3.15	3894	7415.6	1091.5	1433.9
37003_at	434	596.4	218.2	362.35	955.35	1743.35	419.5	1094.25
37004_at	35.5	24.6	62.6	41	67.75	93.75	88.55	192.5
37005_at	1619.85	3005.35	372.75	636.5	252	360.85	64.65	153.95
37006_at	-24.05	7.25	-16.6	-14	-3.75	-2	6.5	24.25
37007_at	179.6	361.6	160.4	182.1	161.6	452.5	35	59.5
37008_r_at	-17.15	-8	-1.6	-1.5	397.25	1265	282.5	807.4
37009_at	105	159.5	127.85	221.25	1258.25	2925.1	632	1409.9
37010_at	223.85	222.5	187.25	294.65	90.25	191.15	41.9	115.85
37011_at	23.6	46.65	19.5	27.8	44.4	154	24.5	78.4
37012_at	459.6	1003.3	516.65	622.85	392.65	1089.9	206.35	566.5
37013_at	46.75	21.4	46	34	97.1	-8.85	-1.65	30
37014_at	24	93.1	6.5	-8.85	-13	-28.35	2.85	12
37015_at	92.35	63.1	13.5	9.85	299.5	714	336.75	788.9
37016_at	223.2	417.4	46	91.9	391.65	725.05	2086.65	3296.1
37017_at	28.05	28.1	51.55	38.5	616.6	1306	50.5	150.25
37018_at	-6.6	-5.25	-2.85	-17.1	219.75	578.3	14.6	44
37019_at	-18.5	-26.1	-13.85	-28.15	9284.5	13581	3445.1	7102.9
37020_at	-25	-13.35	0.5	-11.75	314.85	1103.85	49.35	129
37021_at	527.8	750.85	85	84	172.6	361.15	394.25	814.25
37022_at	150.8	189.65	128.1	160.6	187.5	312.75	158.3	329.35
37023_at	-1.5	13.5	-3.95	-29.35	92.15	235.25	69.85	125.1
37024_at	92.9	302.25	92.85	143.75	189.2	507.15	199.4	1461
37025_at	240.4	328.4	227.6	309.85	298.1	699.35	430.2	767.35
37026_at	120.4	209	566.9	809.65	492.1	1350.1	42.15	395.5
37027_at	437.6	492.85	144.4	213	584.6	1396.25	353	420.85
37028_at	115.5	321.85	195	155.65	676.5	1302	104.5	448.1
37029_at	1059.15	840.1	903.35	1162.75	598.75	1341.75	339.4	443.35
37030_at	110.25	57.35	119.35	180.75	52.5	119.4	26.35	38.6
37031_at	78.4	135.5	88.25	95.5	108.5	280.05	55.6	226.75
37032_at	-18	-11.35	-24.25	-41.7	339.5	628.65	6112.95	7982.1
37033_s_at	379.65	905.15	374.75	463.65	1056.5	2601.25	728.6	867.2
37034_at	393.9	302.65	459.4	571.45	67.5	195.6	18.65	48.1
37035_at	161	189.35	208.5	272.25	268.9	767.75	143.35	272.75
37036_at	74.6	102	75.4	149.25	38.75	135.65	23.35	46.5
37037_at	62.25	32.25	83.75	128.35	206.2	523.15	96.75	87.25
37038_at	122.45	68.1	199.6	350.1	45.15	241	16	17.05
37039_at	598.5	655.6	145.1	97	1132.9	2597.5	1266.35	2074
37040_at	400.4	768.25	394.75	604.4	721.6	1759.9	561.9	1220
37041_at	114	238.15	62.5	48.85	-12.65	12.65	-36	-53.5
37042_at	5.5	120.75	81.75	191.15	230.6	494.75	230.9	410.9
37043_at	606.05	968.15	226.75	353.35	432.1	989.4	308.1	473.25
37044_at	-45.25	-34.5	-41.1	-12.25	134.15	462.3	131.6	277.75
37045_at	65	113.5	78.4	98.8	58.45	115.4	18	25
37046_at	84.95	70	84.75	86	118.6	270	35.4	130.85
37047_at	450	664	171	205.15	148	495.25	35.75	93.65
37048_at	52.35	61.5	5.75	51.05	-26.85	3.85	-0.5	-7.35
37049_g_at	730.25	1050.5	215.75	185.5	279.65	674.05	205.65	217
37050_r_at	105.4	223.4	75.45	81.7	74.5	200.5	41.15	135.75
37051_at	30.85	51.1	48.5	56.5	15.75	37	-2.45	6.25
37052_at	-12.65	16	8.75	15.5	32.85	52.1	8.65	33
37053_at	285.6	739.5	312.4	398.35	119.65	166.4	47.5	98.6
37054_at	59.25	39.75	35.4	69.1	86.45	223	41.75	86.15
37055_at	-7.75	16.4	-3.9	14.1	-6.4	-36.25	-24.35	-21.25
37056_at	-25.15	-22.1	27.75	50.95	32.5	33.6	-1.65	-14.95
37057_s_at	-12.5	-1.5	17.6	-5.1	-8.25	2	-18.5	-38.75
37058_at	-0.7	-16.35	-1.25	-11.5	51.9	211.75	96	172.65
37059_at	-40.4	-46	-82.75	-62.9	13.5	29.75	117.75	130.4
37060_at	336.4	530.15	140	177.15	76.9	102.5	20.5	65.65
37061_at	6	-5.7	66.85	26.5	105.1	134	-28.35	22.1
37062_at	377.5	521.65	456.55	704.5	-3.8	4.75	-5.5	-10
37063_r_at	7.15	5.65	3.05	5.2	-13.6	1.1	-3.6	5
37064_at	0.6	-3.5	9.1	13.9	-1.2	-25.35	17.25	-15.5
37065_f_at	8.75	4.75	7.85	23	-14.6	19.5	-5.7	23.85
37066_at	-60	-75.75	-66.75	-63.45	941.55	2007.75	-57.75	-157.1
37067_at	48.25	95.85	109.85	152.65	49.5	78.1	17.25	90.4
